"clues","entresidencia","munresidencia","sum"
"VZSSA001150",27,1,1
"DGSSA017312",99,999,4
"VZSSA002306",30,196,1
"ZSSSA012853",32,39,1
"SRSSA001110",26,55,12
"ZSSSA001016",1,3,1
"CSSSA006403",7,86,3
"HGSSA015532",23,1,1
"JCSSA003250",24,34,1
"TSSSA018000",24,28,2
"MSSSA000466",22,14,7
"CHSSA018012",8,9,1
"TLSSA017913",21,21,9
"SRSSA001851",25,9,3
"OCSSA003715",20,497,1
"GTSSA016796",11,17,643
"SLSSA000193",2,2,3
"VZSSA002306",11,27,2
"SRSSA001851",8,10,1
"OCSSA000524",11,15,2
"DFSSA003944",17,7,2
"JCSSA004930",14,102,3
"HGSSA015515",29,33,1
"TCSSA000306",27,16,2
"VZSSA007701",20,20,1057
"HGSSA015515",2,2,1
"GTSSA016796",11,22,36
"HGSSA015532",17,17,4
"MCSSA010222",15,92,2
"VZSSA015411",9,5,1
"JCSSA002224",5,999,23
"OCSSA020030",8,5,1
"TLSSA017645",21,174,1
"HGSSA000511",13,18,1
"GRSSA004753",5,38,1
"TLSSA000261",12,12,1
"HGSSA004093",31,57,1
"DFSSA004002",21,999,103
"TCSSA001052",7,38,1
"DFSSA018154",9,7,6962
"DFSSA003705",9,7,2039
"VZSSA002690",30,108,81
"GTSSA017414",20,29,1
"OCSSA001463",20,46,2
"SLSSA000024",23,4,1
"CSSSA018875",7,71,1
"MCSSA018622",15,90,6
"MSSSA000466",11,1,1
"PLSSA001370",15,15,8
"DGSSA000116",22,22,2
"DGSSA000116",15,124,1
"BCSSA000913",32,4,1
"DFSSA000596",14,14,2
"TSSSA002443",30,154,5
"VZSSA007882",30,193,2
"SRSSA000055",15,33,1
"DGSSA001895",31,31,1
"VZSSA004085",30,155,6
"TLSSA001142",29,51,22
"TLSSA017645",29,3,108
"DGSSA017761",10,27,2
"QTSSA000475",15,39,1
"DFSSA003956",16,110,1
"SRSSA001670",26,72,1
"SLSSA018113",26,26,9
"JCSSA003250",22,5,1
"PLSSA003646",17,999,8
"GRSSA003686",12,29,65535
"CMSSA001356",6,999,82347
"DFSSA003710",22,14,1
"OCSSA000985",20,190,5
"JCSSA005584",26,55,1
"VZSSA015411",30,116,1
"CSSSA008264",7,16,1
"HGSSA004093",21,114,228
"DFSSA018166",28,38,3
"MCSSA010251",15,49,5
"MCSSA000236",15,64,1
"GTSSA016796",24,999,2
"JCSSA002195",11,11,251
"VZSSA002306",10,999,1
"ASSSA000042",14,64,2
"GTSSA017390",12,35,1
"GTSSA016912",11,13,1399
"TLSSA001376",20,67,2
"OCSSA000384",20,432,2
"VZSSA002393",30,182,1
"PLSSA015423",14,10,1
"MCSSA008320",11,999,4
"JCSSA013050",16,999,1
"MSSSA000466",29,6,1
"TSSSA018000",19,48,5
"GRSSA008101",15,106,1
"DFSSA002660",30,30,2
"DFSSA004002",15,114,4
"CHSSA000565",8,26,8
"GTSSA017023",11,999,8
"MNSSA003945",15,30,1
"PLSSA008272",21,149,4
"SPSSA000945",22,2,2
"OCSSA000985",20,49,7
"MNSSA016533",5,5,1
"PLSSA004071",30,10,65
"CSSSA018875",2,4,1
"VZSSA004860",20,44,1
"PLSSA002403",21,182,1
"NTSSA001594",18,19,95
"PLSSA003260",21,114,25334
"JCSSA001326",14,32,213
"VZSSA004744",21,174,2
"VZSSA002393",30,11,1
"VZSSA002965",20,67,1
"OCSSA020445",15,121,1
"JCSSA007066",20,274,1
"BCSSA000440",11,999,1
"JCSSA013050",14,114,3
"DFSSA003541",15,55,1
"GTSSA016912",22,16,1
"MSSSA000466",27,16,1
"VZSSA002982",30,93,43
"TCSSA001052",16,53,1
"OCSSA019996",15,999,3
"GRSSA004753",9,15,2
"SLSSA000666",25,18,1600
"DFSSA000840",11,22,1
"TSSSA002805",28,8,26
"JCSSA002632",14,46,3
"JCSSA007836",32,1,1
"CSSSA007540",7,81,2
"TSSSA002810",16,1,1
"PLSSA008512",15,116,1
"JCSSA007042",14,88,6
"MNSSA016545",9,5,1
"QRSSA018001",28,38,1
"JCSSA007066",99,99,1
"MSSSA000080",21,154,1
"SPSSA017313",15,24,1
"OCSSA021080",20,494,1
"VZSSA004744",30,209,1
"OCSSA000524",17,17,1
"JCSSA000503",14,48,3
"PLSSA003646",20,73,1
"HGSSA004093",30,5,1
"NTSSA002084",11,15,1
"JCSSA002562",9,9,1
"MNSSA001891",16,106,3
"OCSSA001463",20,315,47
"JCSSA009364",10,8,1
"GTSSA000766",2,2,1
"PLSSA000863",12,12,1
"CLSSA002710",5,37,3
"CLSSA000050",1,3,1
"SPSSA017313",24,9,517
"MCSSA018750",15,119,1
"OCSSA019132",20,20,5254
"VZSSA002306",30,178,2
"OCSSA000524",20,346,19
"MSSSA000466",17,13,28
"TLSSA017983",29,999,996
"JCSSA004230",20,20,1
"VZSSA004860",30,70,1
"JCSSA013506",14,48,1
"VZSSA005106",20,999,1
"CSSSA018776",7,20,11
"SPSSA017313",13,2,1
"TCSSA001040",27,17,228
"OCSSA000985",20,188,1
"VZSSA015435",27,4,2
"PLSSA003646",20,537,1
"MCSSA010345",9,9,1
"DFSSA003722",7,65,1
"OCSSA003715",29,26,1
"NTSSA001594",18,12,825
"MNSSA002446",16,61,1
"MCSSA001636",99,99,12
"HGSSA001503",29,29,1
"TCSSA001052",7,16,44
"YNSSA013423",31,40,5
"MNSSA000170",12,999,1
"DFSSA003384",8,999,1
"SLSSA000473",15,999,3
"NTSSA001845",16,16,2
"HGSSA002425",13,44,24
"OCSSA019873",20,141,7
"PLSSA015534",21,10,3
"MSSSA002863",9,999,5
"VZSSA003740",30,211,3
"DFSSA001296",15,104,1
"CLSSA000161",5,32,2
"MSSSA002740",12,43,1
"OCSSA003406",20,213,2
"SLSSA017594",12,12,1
"HGSSA015520",30,161,42
"JCSSA001326",17,23,2
"TCSSA000941",27,999,18
"SRSSA001851",16,75,1
"DFSSA003956",13,11,50
"OCSSA016764",15,999,13
"TLSSA000261",20,67,1
"MCSSA018552",29,999,1
"PLSSA004071",21,54,935
"DFSSA001296",15,106,1
"VZSSA007660",1,6,1
"MCSSA010222",11,2,1
"JCSSA002200",14,47,5
"PLSSA003646",21,191,936
"SLSSA000811",28,999,6
"MNSSA016521",16,58,1
"HGSSA015532",16,53,1
"MCSSA007265",15,81,9
"VZSSA005106",30,142,4
"MNSSA002446",15,15,5
"GTSSA001454",11,14,573
"NLSSA004046",16,39,1
"OCSSA019844",20,48,1
"PLSSA005331",21,10,1
"HGSSA015515",29,999,102
"VZSSA007882",30,91,240
"TLSSA017925",29,53,145
"PLSSA005331",10,19,1
"PLSSA000612",21,21,10485
"SLSSA018265",23,23,3
"MSSSA000466",21,7,2
"TSSSA002793",24,1,1
"JCSSA003496",15,999,1
"DFSSA000864",9,4,8
"ASSSA000025",15,18,2
"MCSSA018412",25,11,1
"CLSSA002710",20,20,1
"MCSSA010280",15,30,9
"PLSSA002490",22,999,6
"MSSSA000355",9,15,1
"DGSSA000676",25,17,1
"MNSSA001874",16,19,1
"MSSSA002740",21,137,1
"VZSSA002982",21,174,2
"OCSSA001463",20,478,1
"DFSSA003162",29,34,1
"JCSSA002200",14,11,2
"MSSSA002863",15,999,9
"MCSSA018774",15,109,11
"PLSSA003646",20,567,13
"MCSSA002020",12,31,7
"OCSSA016764",20,557,9
"VZSSA003880",30,87,70
"NLSSA000855",28,3,2
"DGSSA001574",10,12,3
"JCSSA007066",14,21,17
"PLSSA008641",30,3,1
"MCSSA018622",15,49,6
"CMSSA000125",11,11,7
"PLSSA008941",21,169,2
"DGSSA000116",10,5,32
"SPSSA001102",28,32,1
"OCSSA019996",20,43,1
"VZSSA015661",15,999,3
"MSSSA000466",17,30,54
"DFSSA003541",30,118,1
"JCSSA001326",14,88,17
"CSSSA018776",7,42,1
"GTSSA000585",11,5,42561
"DFSSA003710",21,21,16
"MSSSA002373",1,8,1
"JCSSA004930",14,87,9
"MNSSA003945",16,51,2
"JCSSA001401",16,66,1
"NTSSA000474",26,43,1
"TLSSA017913",21,49,1
"ZSSSA000152",14,33,5
"MCSSA010222",16,56,1
"GTSSA002096",11,41,1
"MCSSA010246",15,87,40186
"CLSSA002710",5,6,797
"OCSSA000524",20,395,2
"DGSSA000116",8,4,1
"GRSSA004753",12,14,1
"TLSSA000722",26,18,1
"JCSSA000503",16,16,19
"PLSSA008941",21,163,411
"TLSSA001183",16,23,1
"OCSSA021133",20,211,14
"VZSSA004744",30,60,16
"HGSSA001503",13,14,1
"GRSSA004350",20,20,3
"VZSSA015435",30,111,58
"MSSSA000080",21,191,3
"CHSSA000372",10,11,1
"HGSSA002430",16,999,9
"MCSSA007265",15,103,16
"TLSSA017831",28,20,2
"SRSSA017671",6,6,1
"HGSSA015520",15,121,1
"MCSSA014143",13,12,1
"TLSSA017831",13,69,1
"MSSSA000454",15,63,29
"PLSSA015423",21,137,1
"PLSSA005693",21,112,1
"MNSSA016521",16,77,1
"MCSSA002872",15,13,4
"DFSSA004002",13,21,1
"ZSSSA000695",32,32,13739
"PLSSA016806",12,53,1
"OCSSA020100",30,48,1
"MNSSA003945",16,107,86
"CCSSA001220",4,11,18351
"JCSSA005135",15,20,1
"SPSSA000064",30,205,2
"GTSSA017414",15,57,7
"VZSSA000310",3,2,1
"MNSSA016475",16,18,3
"MCSSA008945",15,15,31624
"PLSSA000204",21,167,92
"DFSSA003541",15,29,13
"PLSSA008881",29,19,1
"JCSSA013506",11,999,1
"MNSSA001874",16,34,20
"PLSSA003132",21,174,1
"JCSSA000165",14,5,12
"MSSSA002740",21,188,3
"MCSSA018622",15,79,11
"PLSSA016893",7,28,1
"CHSSA001796",8,37,39382
"JCSSA001326",14,121,4232
"SRSSA001851",21,207,1
"CHSSA001755",8,37,20
"OCSSA000524",20,34,33
"PLSSA004404",29,33,2
"HGSSA015503",13,70,2
"CSSSA006934",7,85,6
"MCSSA001636",21,35,1
"PLSSA016893",21,154,10146
"OCSSA001463",20,16,6
"OCSSA016764",20,318,1
"NLSSA000855",24,13,4
"ASSSA000054",24,35,1
"DFSSA003961",15,27,1
"VZSSA005106",30,43,1
"VZSSA002306",28,9,1
"ZSSSA000152",10,25,1
"VZSSA002306",15,60,1
"PLSSA017021",21,197,4
"QRSSA000361",21,4,1
"TLSSA001183",20,34,2
"DFSSA003961",16,999,2
"DFSSA003536",9,999,41192
"SRSSA001851",20,334,1
"VZSSA002982",30,9,63
"GRSSA001550",21,1,2
"MCSSA001636",19,999,1
"MNSSA016475",9,10,3
"CSSSA018875",7,30,5
"DFSSA002066",15,99,1
"DFSSA000053",9,15,27
"MSSSA000961",9,13,2
"JCSSA007042",14,23,14
"MCSSA002761",15,39,42811
"OCSSA001463",20,518,1
"MCSSA010222",15,75,7
"DGSSA000116",13,33,1
"NTSSA002084",6,6,1
"JCSSA007066",14,26,26
"DFSSA000840",16,36,1
"DFSSA003961",21,58,1
"SRSSA001105",20,30,1
"OCSSA000640",20,50,1
"VZSSA004860",20,2,5
"ZSSSA002141",32,7,7
"SLSSA002491",25,10,3
"JCSSA003496",14,55,33240
"PLSSA003646",22,22,5
"CLSSA002710",28,38,2
"ASSSA000025",22,999,1
"NTSSA016060",18,17,7
"DFSSA018154",20,999,4
"JCSSA002632",14,49,1
"NLSSA002581",19,6,3
"GTSSA017385",12,78,1
"GRSSA004490",10,10,1
"OCSSA019996",20,449,5
"DFSSA003541",15,81,25
"TLSSA017645",29,8,179
"SPSSA000356",24,54,1406
"OCSSA018736",20,185,1
"MSSSA002863",17,31,218
"DFSSA003944",9,10,9
"TSSSA000092",30,2,6
"MCSSA018412",2,4,1
"TLSSA017645",29,44,409
"SLSSA000024",2,4,51
"OCSSA019996",20,10,1
"MNSSA016521",5,5,3
"SPSSA000945",14,39,4
"DFSSA003541",16,53,2
"DFSSA003961",12,44,1
"PLSSA000834",19,26,2
"MCSSA002020",15,15,27014
"GTSSA002760",11,28,7
"CLSSA000033",5,20,3
"MNSSA001862",12,999,4
"ZSSSA013172",32,20,57
"CLSSA002734",5,15,1
"GRSSA008101",12,66,27248
"TCSSA016756",7,92,2
"JCSSA007836",14,17,5
"GRSSA004753",12,999,292
"TLSSA001142",29,28,165
"DGSSA017254",10,11,1
"JCSSA003496",7,101,2
"TLSSA017925",30,106,1
"MNSSA002965",16,89,5
"JCSSA007042",14,82,6
"MSSSA002863",17,2,81
"MSSSA002361",21,21,30
"PLSSA004503",21,114,12
"TCSSA004301",27,6,2
"VZSSA006313",7,101,2
"ZSSSA013143",32,46,17
"PLSSA015423",21,40,44
"MNSSA001874",9,15,1
"MCSSA010222",20,366,1
"MCSSA018750",16,999,3
"HGSSA001503",13,20,5
"SLSSA000024",10,34,1
"MCSSA014143",20,999,1
"TCSSA001052",20,79,1
"PLSSA016835",21,78,35
"MCSSA006874",15,4,40
"TLSSA017913",15,15,1
"TSSSA002431",30,35,2
"OCSSA019873",20,519,1
"ASSSA000614",20,20,4
"DFSSA001926",16,999,4
"DFSSA002993",10,5,1
"MSSSA001504",9,9,2
"PLSSA005710",21,140,1
"MCSSA018453",15,94,3
"PLSSA008881",21,10,5
"HGSSA004093",15,1,2
"OCSSA000985",20,349,8
"JCSSA004930",14,85,7
"CSSSA007540",7,8,1
"CHSSA000664",8,47,2
"OCSSA020025",21,114,2
"TCSSA004301",7,91,2
"ZSSSA000152",24,40,1
"HGSSA015515",10,10,2
"OCSSA002052",20,40,1
"ZSSSA012853",15,999,3
"HGSSA002430",9,15,15
"OCSSA000384",20,156,14
"JCSSA007066",14,93,105
"DGSSA000191",5,1,1
"MCSSA001636",22,22,11
"GTSSA002101",30,193,1
"ASSSA000614",32,24,2
"QTSSA001052",5,5,1
"PLSSA003260",21,34,302
"MNSSA002446",3,8,1
"CMSSA001023",7,101,7
"CSSSA018740",7,51,4
"OCSSA001463",20,352,2
"JCSSA004930",32,56,1
"SPSSA017313",24,7,13
"NLSSA003153",5,18,1
"GTSSA002760",11,3,5
"QTSSA012911",22,17,1
"PLSSA016835",14,39,2
"MCSSA010280",15,81,8
"PLSSA008425",21,136,2
"CSSSA017726",7,48,1
"OCSSA003406",20,112,7
"QRSSA000373",23,7,1
"DFSSA000840",17,2,1
"VZSSA003595",20,7,1
"QTSSA000475",29,999,1
"ZSSSA000695",2,2,1
"TLSSA017983",21,19,1
"DFSSA000840",9,3,5
"CSSSA017726",18,999,1
"PLSSA016811",21,92,2
"DFSSA003961",17,999,1
"ZSSSA001395",9,999,1
"DFSSA000864",15,92,1
"HGSSA004093",30,68,2
"CHSSA000565",8,12,56
"MCSSA004231",15,68,1
"GTSSA016796",22,1,1
"MNSSA016475",16,102,2
"GTSSA002101",11,30,765
"ASSSA000054",14,8,11
"ZSSSA013172",1,3,1
"PLSSA016811",21,146,176
"DFSSA018166",7,108,1
"DFSSA000864",15,999,5852
"PLSSA004071",21,171,9
"PLSSA004071",15,15,1
"DFSSA000596",17,17,2
"SLSSA018113",26,48,1
"VZSSA002970",30,7,2
"TSSSA002443",30,58,3
"TLSSA000261",19,39,1
"GRSSA002863",12,57,1
"NTSSA001845",18,7,1
"TLSSA001480",29,43,1
"VZSSA015661",30,183,1
"TCSSA000014",7,52,1
"DFSSA003536",15,15,1
"HGSSA002430",21,194,1
"OCSSA000640",20,447,1
"JCSSA000165",14,114,7
"MSSSA000466",12,50,1
"OCSSA000524",20,79,1
"PLSSA008512",22,14,5
"MCSSA002435",15,38,13
"PLSSA005693",21,71,27
"VZSSA007684",5,2,1
"SRSSA001851",17,17,3
"GTSSA017385",11,18,1174
"JCSSA002562",14,61,1453
"QTSSA000475",11,37,1
"MSSSA000454",19,19,1
"PLSSA001575",30,118,2
"OCSSA001463",20,394,7
"GRSSA008101",6,6,1
"SPSSA017144",25,12,1
"MSSSA000961",30,30,2
"OCSSA000985",20,37,9
"MNSSA000462",16,17,2
"TSSSA002443",30,151,4
"MSSSA002385",21,5,8
"TLSSA000261",29,2,2
"MNSSA016475",16,61,9
"TSSSA000010",28,32,10
"TCSSA001040",7,50,2
"MNSSA003735",15,95,1
"NLSSA000855",99,999,4
"QTSSA003451",22,12,1
"PLSSA000834",15,37,1
"PLSSA002362",7,7,2
"HGSSA015532",15,18,2
"TLSSA017645",21,26,1
"VZSSA002393",21,21,331
"VZSSA004032",30,2,1
"ZSSSA013172",30,30,7
"TCSSA004564",7,62,6
"DFSSA003722",23,6,1
"GTSSA002760",16,113,723
"VZSSA015435",9,999,1
"TLSSA001376",21,86,2
"ASSSA000025",15,32,1
"MCSSA001636",10,10,3
"ZSSSA013143",23,999,3
"MSSSA002863",10,33,1
"PLSSA016806",14,39,1
"HGSSA002425",13,41,5
"OCSSA003715",20,318,254
"ZSSSA012853",24,25,152
"GTSSA001290",5,25,3
"TLSSA017645",9,3,2
"PLSSA015230",20,20,5
"ASSSA000025",29,10,2
"PLSSA015230",21,169,4
"MCSSA010251",12,40,17
"DFSSA000350",20,999,9
"TCSSA003135",30,30,2
"CSSSA007540",9,999,1
"PLSSA000834",30,183,2
"TLSSA000261",15,15,14
"CSSSA019481",7,86,2
"SPSSA001102",24,24,15089
"GRSSA008101",12,33,7
"DFSSA003372",9,5,40
"DFSSA000881",9,9,36359
"TLSSA017831",29,6,30558
"VZSSA010212",9,999,5
"JCSSA003496",14,5,1711
"TCSSA004564",7,64,1
"CSSSA018740",7,68,2
"GTSSA001454",20,20,1
"QTSSA001052",22,3,4492
"MNSSA002446",16,49,3
"ASSSA000025",12,50,1
"VZSSA003595",30,174,1
"PLSSA000081",20,469,1
"MSSSA002361",30,29,1
"SPSSA000752",24,24,23695
"ASSSA000054",32,5,4
"PLSSA005693",21,194,296
"OCSSA003826",30,48,1
"TCSSA003514",7,68,1
"MCSSA018610",15,44,60
"ZSSSA013143",2,999,3
"PLSSA004503",30,999,3
"DFSSA003944",19,999,22
"TSSSA018514",30,150,3
"PLSSA004071",21,72,12
"HGSSA002430",13,9,125
"GRSSA002863",12,37,1
"PLSSA003646",30,44,1
"JCSSA013050",18,18,22
"CSSSA004945",3,999,2
"VZSSA004580",34,999,1
"OCSSA000384",20,189,159
"NLSSA001263",17,19,6
"JCSSA007066",32,56,23
"ZSSSA012853",8,19,4
"ZSSSA012450",32,7,8
"ASSSA000025",12,21,3
"HGSSA015515",13,48,56
"VZSSA000351",23,1,1
"CHSSA018683",8,8,3
"SRSSA001851",15,21,1
"ASSSA000614",20,100,6
"SLSSA018113",25,25,20895
"JCSSA000894",14,39,55
"MSSSA001504",21,156,1
"GTSSA001652",13,10,1
"CLSSA001141",32,39,2
"HGSSA001590",13,73,3
"SRSSA001851",21,21,22
"TLSSA001376",20,25,2
"DFSSA000840",8,999,1
"CSSSA018764",7,14,70
"ASSSA000655",32,7,1
"NTSSA000013",14,13,1
"PLSSA000081",12,26,1
"PLSSA005693",30,103,2
"OCSSA020025",20,336,2
"HGSSA015503",28,3,3
"DGSSA017242",10,33,9050
"TSSSA002192",28,13,1
"SLSSA000572",25,5,15623
"MNSSA002142",15,62,1
"ASSSA000025",15,52,1
"PLSSA015534",21,82,1
"TCSSA004716",30,30,2
"MSSSA002361",12,999,42
"MCSSA017065",20,565,1
"JCSSA007066",32,4,13
"PLSSA016852",21,14,1
"PLSSA003260",21,102,129
"YNSSA001224",31,60,42
"TSSSA018975",28,24,88
"CSSSA000832",9,17,1
"CSSSA018764",13,13,1
"PLSSA005722",21,195,7153
"DFSSA000864",15,81,52
"DFSSA003372",6,6,2
"GTSSA004650",1,1,11
"PLSSA005734",21,999,88
"JCSSA005135",15,85,1
"SPSSA017313",13,28,2
"VZSSA003595",30,21,2
"PLSSA000081",12,33,27
"MNSSA001862",99,999,1
"HGSSA002425",13,75,77
"DFSSA003541",24,999,1
"JCSSA003496",9,999,5
"OCSSA003406",20,154,1
"MSSSA000961",21,1,3
"MCSSA014101",13,76,1
"SLSSA018113",25,3,133
"MSSSA000466",27,1,1
"OCSSA000384",20,20,3882
"YNSSA000570",31,88,2
"GTSSA000310",15,13,1
"OCSSA002320",30,146,4
"GTSSA002760",16,16,623
"DFSSA000864",8,5,4
"TLSSA017831",12,12,4
"GTSSA002101",11,13,14
"PLSSA008512",9,999,11
"SPSSA001032",26,26,1
"HGSSA002430",15,76,2
"PLSSA003646",24,24,11
"JCSSA007066",16,56,4
"MSSSA000466",21,46,1
"SRSSA001851",13,8,1
"PLSSA003260",21,90,270
"MSSSA002740",17,24,12
"JCSSA002562",5,5,1
"PLSSA003260",21,22,1
"DGSSA001825",28,28,1
"OCSSA003826",15,57,1
"GTSSA004650",11,11,18302
"PLSSA003663",21,217,3
"ASSSA000025",14,120,10
"MCSSA018412",15,33,128
"OCSSA000121",20,150,20
"SLSSA018265",26,3,1
"DFSSA003162",15,38,6
"GTSSA017385",14,120,1
"YNSSA013440",30,87,1
"PLSSA004404",29,25,1
"OCSSA016764",15,15,7
"CHSSA000565",8,51,44
"MCSSA018622",15,76,3
"QTSSA001740",11,7,2
"TLSSA001142",29,33,82139
"MCSSA018412",15,81,28
"MNSSA002142",20,55,1
"OCSSA021256",7,999,1
"OCSSA019996",20,61,2
"TCSSA004564",7,15,1
"ZSSSA002141",32,54,4
"QRSSA000023",2,2,2
"GTSSA017414",31,2,2
"YNSSA013440",31,6,1
"OCSSA003826",7,69,1
"PLSSA005734",30,166,1
"OCSSA000524",20,567,19
"CSSSA019481",7,49,9
"HGSSA015515",13,22,3
"CLSSA002466",24,3,1
"MSSSA000080",29,5,4
"GRSSA004753",21,114,2
"HGSSA015503",13,10,2
"CSSSA000453",15,56,1
"MSSSA000466",21,87,5
"QTSSA001052",32,29,16
"MCSSA010222",16,50,4
"ZSSSA013172",32,56,8927
"PLSSA002106",21,22,1
"OCSSA000121",20,402,1
"DFSSA000840",15,112,1
"DFSSA003162",11,7,1
"PLSSA000081",21,114,36
"DFSSA003944",16,16,13
"OCSSA003406",20,403,33
"MSSSA002373",30,999,1
"DGSSA002315",10,1,7
"MNSSA001891",30,32,1
"ZSSSA013143",24,9,2
"DFSSA003961",14,25,1
"YNSSA013440",4,999,3
"TCSSA004301",27,5,4
"CSSSA005773",7,24,25
"DGSSA017300",10,21,2
"BCSSA018046",3,2,1
"MCSSA010280",15,66,1
"VZSSA003595",24,28,1
"OCSSA020100",9,999,4
"DFSSA003944",15,35,8
"QTSSA003451",15,14,1
"CMSSA000125",4,2,1
"DGSSA017872",32,14,3
"PLSSA008881",21,214,1
"OCSSA021080",20,163,11
"JCSSA000503",15,15,1
"VZSSA002306",30,70,1
"JCSSA002200",14,78,11
"BSSSA000595",3,999,574
"GTSSA003233",16,16,1
"MCSSA004231",12,58,2
"SPSSA000752",11,33,1
"TCSSA004301",7,16,1
"PLSSA008512",10,12,1
"CLSSA001141",32,7,7
"VZSSA003361",30,192,68
"VZSSA002965",30,126,1
"SPSSA000945",24,37,14
"TLSSA001376",30,82,1
"JCSSA002195",2,2,107
"VZSSA004744",30,160,746
"NLSSA002972",19,17,3
"NTSSA001845",32,32,1
"JCSSA003496",18,7,30
"TSSSA001772",28,36,30
"HGSSA015532",15,9,1
"TSSSA002805",28,36,1
"MSSSA002863",12,29,39
"DFSSA003722",9,10,1041
"TCSSA000014",27,12,1
"MSSSA000466",9,9,106
"JCSSA013050",14,101,8
"CHSSA018012",8,13,2
"VZSSA003595",30,142,17
"SLSSA002491",5,18,1
"GRSSA001550",17,6,1
"PLSSA016893",21,114,962
"DFSSA003956",30,11,28
"ZSSSA012450",32,49,56
"TSSSA018514",1,999,1
"TSSSA002431",25,999,24
"MNSSA001891",16,34,23
"TLSSA001376",21,205,1
"DFSSA003956",9,9,5491
"MCSSA000871",13,13,1
"DFSSA003541",25,6,1
"MSSSA002863",9,16,19
"DFSSA003961",15,2,2
"CSSSA018776",17,19,5
"MCSSA010246",15,88,2
"JCSSA003496",15,15,3
"VZSSA002970",21,170,2
"NTSSA000800",18,20,1
"TSSSA002431",13,11,2
"MNSSA001891",16,100,7
"DFSSA002660",21,999,2
"GTSSA017443",26,26,1
"GTSSA003233",21,21,2
"TSSSA002793",28,16,128
"MCSSA010222",15,104,23
"NLSSA004046",19,10,738
"OCSSA003406",20,264,1
"DGSSA001574",26,26,1
"JCSSA003986",11,20,21
"MCSSA000224",15,90,5
"VZSSA002970",20,184,1
"SRSSA017666",26,40,1
"SRSSA001851",26,38,2
"CSSSA018764",7,9,2
"MCSSA018733",9,12,2
"TLSSA017913",29,11,101
"MNSSA016533",16,71,347
"MCSSA000236",16,53,1
"CSSSA018764",7,113,23
"VZSSA001355",30,117,19
"DFSSA004142",21,114,12
"JCSSA013045",3,3,1
"MNSSA000170",21,3,1
"MNSSA001862",16,25,1
"PLSSA008272",30,193,3
"CLSSA000231",13,48,1
"PLSSA000081",21,150,1
"GTSSA017385",14,53,1
"OCSSA019873",9,7,1
"SLSSA000024",25,13,15
"OCSSA021256",20,67,14
"MSSSA002740",12,2,2
"DFSSA000053",15,999,526
"PLSSA001575",28,38,1
"VZSSA007696",29,999,2
"JCSSA000165",18,10,1
"VZSSA004580",20,20,1
"SPSSA001102",24,31,20
"MNSSA016475",16,71,2
"VZSSA006716",15,1,1
"MNSSA016533",12,12,5
"TLSSA001376",9,14,2
"MCSSA002872",15,42,41715
"DFSSA002993",99,999,13
"MCSSA014101",99,999,1
"VZSSA004085",28,35,1
"GRSSA002863",1,1,1
"DGSSA000116",30,123,1
"OCSSA000985",20,406,2
"DFSSA003990",30,999,1
"MCSSA006780",15,19,1
"DFSSA018142",15,999,1784
"HGSSA015532",9,12,4
"GTSSA017414",22,14,27
"JCSSA000503",14,15,3
"NLSSA004046",8,7,1
"GTSSA002760",14,70,1
"NLSSA003911",19,48,40
"OCSSA001463",20,260,4
"PLSSA015534",20,67,1
"NTSSA000800",15,24,1
"MCSSA007982",14,999,3
"TCSSA001064",27,6,1
"QRSSA001312",31,41,1
"ZSSSA013172",32,50,822
"VZSSA002434",30,42,9
"SRSSA001670",8,20,27
"VZSSA003740",30,199,2
"QTSSA001052",22,14,362
"HGSSA001590",13,74,2
"CCSSA017670",31,50,1
"DFSSA003961",15,124,1
"PLSSA016811",21,38,5
"DFSSA003961",15,82,1
"QTSSA001052",13,40,2
"JCSSA000165",14,3,1000
"GTSSA002096",11,28,2
"DFSSA000840",6,2,1
"SRSSA001851",26,3,4
"SLSSA001255",18,18,1
"VZSSA004860",2,3,1
"CHSSA001603",10,999,3
"MNSSA016475",16,53,22
"MSSSA000466",16,1,1
"MSSSA002863",15,21,1
"MCSSA001011",15,15,37493
"MNSSA016545",16,12,1
"PLSSA008881",21,162,1
"SRSSA002295",26,17,1
"JCSSA003496",32,23,1
"NTSSA016060",2,2,1
"MSSSA000080",21,136,1
"VZSSA004160",30,30,6421
"OCSSA020025",20,278,2
"CSSSA000045",7,89,1
"SPSSA001102",24,18,13
"PLSSA000081",20,20,42
"TCSSA001040",7,107,1
"ZSSSA012853",23,999,9
"GTSSA017414",15,42,4
"TCSSA001052",7,42,20
"PLSSA002106",21,54,1
"NLSSA002581",19,17,8
"PLSSA005676",30,30,1
"VZSSA007660",30,40,1
"CSSSA001030",7,11,59
"CSSSA018764",7,8,6
"CCSSA017403",1,999,1
"ZSSSA013172",5,33,1
"DFSSA003944",21,99,1
"JCSSA001454",32,29,1
"OCSSA019996",20,45,1
"HGSSA002430",15,81,338
"SLSSA017570",25,6,3
"DGSSA017242",10,10,1636
"MCSSA018774",2,2,1
"JCSSA003496",16,97,1
"YNSSA000570",4,8,1
"VZSSA002965",30,87,98022
"OCSSA000343",20,9,1
"DGSSA017674",10,23,13
"OCSSA020445",9,9,2
"MCSSA008945",15,50,7
"MCSSA014143",15,9,7
"OCSSA004152",21,156,3
"QTSSA001052",13,49,14
"DFSSA003710",15,103,5
"HGSSA015520",32,5,1
