,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
0.0,1.0,1.0,1.0,1.0,1.4,1.8,1.2,1.6,1.8,1.8,3.0,2.4,1.8,2.0,2.0,2.2,2.0,2.8,1.8,3.0,3.2,2.4,3.4,2.2,2.0,2.4,4.8,3.2,2.6,4.6,4.2,3.4,4.6,5.6,4.2,5.0,6.0,5.8,4.0,6.0,5.4,7.6,7.4,7.2,6.0,7.6,8.6,7.6,7.0,10.2,6.2,7.8,6.2,9.4,7.6,10.2,10.2,11.4,10.8,11.6,12.8,9.4,16.4,14.6,15.0,14.6,12.6,16.2,14.6,15.2,21.0,21.2,19.6,22.4,27.0,24.8,28.2,26.6,32.6,32.6,33.8,36.0,41.2,45.4,47.2,44.8,56.8,58.8,67.4,71.2,80.0,90.4,109.4,113.6,146.2,150.8,190.8,268.2,345.6,418.6
0.01,1.0,1.0,1.0,1.0,1.0,1.4,1.8,1.4,1.2,1.4,1.4,2.4,1.4,1.8,2.4,1.8,2.2,3.0,2.6,2.8,1.8,2.8,3.4,2.2,3.0,2.8,3.4,3.4,4.6,3.4,3.0,4.4,5.4,3.6,3.8,5.0,5.0,5.0,4.4,6.6,5.2,5.2,7.8,6.4,6.8,6.8,9.0,7.8,7.0,8.4,8.8,8.2,8.4,9.8,10.4,11.2,11.4,9.6,10.0,13.2,11.6,12.4,14.2,13.6,16.6,15.4,18.0,18.8,15.8,17.2,18.2,21.4,19.2,18.0,24.4,26.2,31.2,26.4,26.8,35.4,31.8,32.2,35.6,40.4,46.8,46.2,43.2,57.0,69.2,71.4,79.8,87.6,114.8,117.6,138.8,145.0,206.4,245.0,296.4,441.6
0.02,1.0,1.4,1.4,1.2,1.0,1.8,1.2,1.2,1.6,1.2,1.8,2.4,1.4,2.6,2.6,2.2,2.6,2.6,2.8,2.2,3.0,3.2,2.2,3.2,3.2,3.4,3.8,4.2,4.2,3.6,6.0,4.0,3.6,5.6,6.2,4.8,5.4,4.4,5.0,3.8,4.6,4.8,6.2,8.2,6.8,6.8,4.4,6.2,7.6,9.2,8.4,9.4,11.6,10.6,7.0,10.8,12.0,11.6,12.8,15.2,13.4,10.2,11.0,12.6,14.8,16.6,12.6,14.2,14.4,20.8,19.4,21.8,19.4,22.6,24.0,28.4,24.6,26.6,30.6,29.0,33.8,35.2,38.2,36.2,40.8,43.0,52.6,54.4,66.0,71.0,75.0,93.4,104.8,131.8,136.2,162.2,214.4,229.6,336.6,442.0
0.03,1.0,1.0,1.2,1.0,1.6,1.4,1.0,1.4,2.0,1.4,1.4,1.4,2.6,2.6,2.0,2.8,3.0,2.0,1.4,1.4,2.6,1.8,3.0,2.8,3.6,2.8,2.4,4.0,3.4,4.8,3.8,5.4,3.4,4.4,5.2,8.0,5.4,6.0,6.8,5.8,9.2,6.2,4.2,6.0,6.2,8.6,7.0,7.0,7.2,5.8,8.4,9.2,8.4,9.0,9.0,9.8,8.0,12.4,11.8,11.6,11.6,12.0,11.6,15.4,15.6,13.8,15.6,18.0,19.0,17.4,18.4,19.6,20.8,21.8,23.2,23.4,28.4,24.0,33.2,31.4,32.2,31.2,34.0,35.4,42.6,38.0,48.2,63.8,68.4,70.6,82.8,87.4,88.4,106.2,125.0,148.8,169.2,237.4,287.4,430.2
0.04,1.0,1.0,1.4,1.0,1.0,1.2,2.0,1.2,1.0,1.4,1.6,1.0,1.8,2.4,2.0,2.0,3.0,3.0,2.6,2.0,3.2,3.0,2.0,4.0,3.4,2.8,4.0,3.4,5.0,4.2,3.6,5.8,3.6,4.0,3.2,5.6,4.2,4.6,6.8,4.0,3.8,4.8,4.8,5.0,6.2,5.6,6.6,8.2,8.2,5.2,7.6,8.2,8.6,9.4,10.4,10.2,12.2,11.2,12.4,12.0,12.6,13.0,13.2,13.2,15.0,10.4,13.2,16.8,14.8,16.8,19.2,19.2,19.2,17.6,26.8,23.6,23.0,28.8,27.0,27.8,33.2,41.8,37.6,43.4,46.6,46.4,47.8,66.2,67.0,69.2,84.8,72.4,90.0,105.2,140.6,141.4,167.4,215.0,298.2,464.8
0.05,1.0,1.0,1.0,1.0,1.2,1.2,1.4,1.8,2.0,2.4,1.2,1.6,1.6,1.6,2.0,1.8,2.2,2.4,2.8,2.4,3.0,1.8,2.6,2.2,4.2,3.2,4.4,3.4,3.0,4.0,4.6,4.4,6.2,4.0,5.2,5.2,4.6,5.6,4.2,7.8,4.2,5.4,6.6,6.2,7.8,5.4,7.2,6.8,6.4,7.2,7.8,10.4,7.4,8.2,8.4,10.0,8.4,9.0,10.2,11.4,12.4,14.0,11.2,10.8,14.2,14.2,12.6,16.4,14.6,17.8,17.0,18.8,21.4,21.4,21.6,23.6,25.0,24.0,29.2,30.4,29.4,33.6,34.2,36.8,46.0,41.4,58.8,53.4,59.0,67.6,81.2,76.8,99.8,121.8,136.6,137.4,220.8,233.0,331.6,451.4
0.06,1.0,1.0,1.2,1.0,1.0,1.8,1.2,1.4,1.4,1.2,1.8,1.4,2.2,1.0,1.6,1.2,2.4,1.6,2.2,4.4,3.2,2.2,3.8,2.8,1.8,2.4,3.0,3.8,3.4,4.6,3.2,5.8,5.0,4.6,4.2,5.0,6.4,5.2,6.0,5.4,5.4,5.8,5.2,6.2,6.2,6.8,6.0,5.6,8.6,9.2,7.2,7.0,8.4,10.0,9.2,9.4,8.8,7.0,7.0,13.4,10.4,10.0,11.4,13.2,14.4,17.6,17.8,16.2,16.4,18.0,18.2,17.4,20.0,21.0,22.8,24.4,21.2,26.6,30.2,34.4,33.6,33.2,43.0,35.2,46.2,50.2,54.6,49.0,71.4,74.4,80.8,90.8,107.6,107.6,127.2,127.8,181.0,234.2,320.4,453.2
0.07,1.0,1.4,1.4,1.2,1.4,1.2,1.2,1.2,1.0,1.8,1.8,1.6,1.8,2.2,2.2,2.0,2.8,2.8,2.0,1.6,2.8,2.8,2.0,3.0,2.4,2.8,2.8,3.8,3.6,4.8,5.2,3.2,4.2,4.2,3.8,4.4,5.4,4.8,5.0,7.2,7.6,5.4,5.0,4.8,8.2,8.0,7.8,8.0,8.6,9.2,8.6,8.6,7.8,7.8,8.4,9.0,9.6,10.0,10.6,10.0,11.4,12.6,13.0,13.0,14.6,15.6,15.0,15.8,19.2,16.2,17.8,20.4,18.8,21.4,18.0,24.4,25.4,29.0,27.8,24.4,33.8,33.2,37.8,37.6,54.0,45.6,51.6,56.8,62.0,70.4,82.4,96.0,101.6,101.6,104.8,144.0,173.4,231.0,271.8,400.2
0.08,1.0,1.0,1.2,1.0,1.2,1.0,1.2,1.8,1.4,1.8,1.6,1.4,1.6,1.8,2.4,2.0,1.6,2.4,2.6,1.8,2.8,3.2,3.2,3.0,3.2,3.0,2.6,3.8,4.2,3.8,4.4,3.8,3.4,5.2,4.0,4.8,3.8,5.4,5.2,3.6,6.8,6.2,7.4,7.0,6.4,8.0,9.4,6.0,8.2,7.4,9.8,6.4,7.4,8.2,9.0,6.2,9.6,8.4,11.2,11.2,9.8,11.8,9.4,12.8,13.4,13.6,16.0,13.0,14.8,12.6,14.0,15.6,18.6,21.2,20.2,23.2,24.6,25.0,26.2,31.4,36.2,35.2,40.8,40.6,39.2,52.0,53.2,53.4,57.2,65.6,69.4,84.2,99.2,111.4,141.6,144.2,180.0,246.6,294.0,433.4
